keShi,jianJie,mingCheng 
遗传病科,"
	是指患者在发育过程中，由于骨骼的病变导致患者容貌的粗笨样变化。容貌逐渐变得粗笨是黏多糖贮积症Ⅰ型的典型表现之一。是一组由溶酶体异常引起的遗传性黏多糖代谢障碍，系酶的活性缺陷使不完全分解的氨基葡萄糖贮积而引起的先天性风湿病其共同临床特征为有程度不等的骨骺改变，智力落后，内脏受累和角膜浑浊；生化特点是酸性黏多糖分解代谢缺陷以致细胞内贮积过多的黏多糖同时尿中也有过多的黏多糖排出。",容貌逐渐变得粗笨
皮肤科,"
	在医学上所称为日光性，也称日光，是呈现椭圆形突起或平滑、呈深棕色的斑块，容易出现在前臂外侧、手背、小腿前侧及脸部。约米粒至五角硬币大小，一般在中年开始出现。裸露的皮肤经过暴晒发生红斑、等症状，过后有糠秕样脱屑，并出现皮肤色素沉着。日晒斑是由日光或因其他光线照射形成，是皮肤对强光照射引起的一种急性损伤性反应，是一种光敏性。
	 ",日晒斑
其他综合,"
	的症状，主要跟骨髓内造血功能的破坏有关。骨髓造血功能破坏引起的症状，：导因于制造血小板的巨核细胞减少，以致血小板缺乏。",容易发生青肿
精神科,"
	库兴氏综合征患者的精神症状，常见者包括、等，甚至可有的表现。库兴氏综合征是因肾上腺皮质分泌过量的皮质醇引起的症候群，又称症。其中，由于垂体分泌促肾上腺皮质激素(ACTH)过多引起的库兴氏综合征特称为库兴氏病。常起于恼怒，头胀且痛，昏沉闷热，头筋突起，口干口苦，甚则两耳失聪，舌苔薄黄，脉象弦或数。",容易激动
其他综合,"
	 多见于颅骨、骨盆、脊柱、肋骨、股长骨和肱骨的近端。常呈多个、大小不等的圆形或卵形穿凿样透高缺损，边缘清晰，周围无新骨形成现象。由多发性骨髓瘤和郎格罕细胞组织细胞增生症引起溶骨性破坏。该病多并发多发性骨髓瘤、多发性骨髓瘤病肾病和老年人多发性骨髓瘤。本病症目前尚无有效的治疗方法，改善生活习惯、积极治疗骨髓瘤等疾病是防止该病发生的有效措施。",溶骨性损害
其他综合,"
	上火，是中医术语，意为人体阴阳失衡，内火旺盛。所谓的“火”是形容身体内某些热性的症状。而上火也就是人体阴阳失衡后出现的症。症状包括眼睛红肿、口角糜烂、尿黄和牙齿痛等。一般认为“火”可以分为“”和“”两大类。而常见的上火症状则有“”和“”。解决方法为去火，可服用滋阴、清热、解毒消肿药物，也可中医针灸、拔罐、推拿、按摩等，平时要注意劳逸结合，少吃辛辣煎炸食品。",容易上火
耳鼻喉科,"
	一般表现为扁桃体呈血红色，肿大，可见有血丝，疼痛感。扁桃体充血大多在机体抵抗力降低时感染细菌或病毒所致，起病急，一般发生于扁桃体炎。",扁桃体充血
内分泌科,"
	溶酶体为细胞浆内由单层脂蛋白膜包绕的内含一系列酸性水解酶的小体。是细胞内具有单层膜囊状结构的细胞器，溶酶体内含有许多种水解酶类，能够分解很多种物质，溶酶体被比喻为细胞内的“酶仓库”“消化系统”。溶酶体内的酶都是水解酶，而且一般最适pH为5，所以都是酸性水解酶。溶酶体内的酶如果释放会把整个细胞消化掉。一般不释放到内环境，主要进行细胞内消化。先天性溶酶体病是由于染色体上某些基因发生突变，而先天缺乏某种溶酶体酶而导致的一类代谢性遗传病。患者因酶缺失或酶结构缺陷，致使细胞中相应的底物无法降解而贮存，堆积在次级溶酶体中，造成细胞代谢障碍，故又称溶酶体贮积病。粘多糖贮积病是一组由于造成的酸性粘多糖分子(氨基葡聚糖)不能降解，导致组织中大量粘多糖沉积和尿中粘多糖排泄增加而发生的疾病。",溶酶体酶缺陷
耳鼻喉科,"
	又称(adenoid vegetation)。本病为咽扁桃体的的病理性增生肥大，常起于咽部感染和反复炎症刺激。在寒冷、潮湿和气候多变的地区比较常见。儿童期急性传染病、和体质因素等亦可诱发。本病虽为儿童疾病，但对身体的正常发育与健康却有较深远的影响。",扁桃体肥大
耳鼻喉科,"
	肥大一般表现为扁桃体呈血红色，肿大，可见有血丝，疼痛感。扁桃体充血肥大多出现在机体抵抗力降低时感染细菌或病毒所致，起病急，一般发生于。",扁桃体充血肥大
耳鼻喉科,"
	扁桃体伪膜为扁桃体上有片状假膜，呈灰色，周缘，假膜不易剥脱，用力擦去周围有渗血",扁桃体上有灰色膜
耳鼻喉科,"
	先天性低丙种球蛋白血症：多于生后4～12个月发病，淋巴结和扁桃体缺如或很小，胸腺发育正常。因而致发育障碍。",扁桃体小或缺如
消化内科,"
	是指排便次数太少，或排便不畅、费力、困难、粪便干结且最少的一种消化道常见症状。正常时，每日便次1-2次或2-3日排便一次，但粪便的量和便次常受食物种类以及环境的影响。许多患者的排便<3次/周，严重者长达2-4周才排便1次。有的每日排便可多次，但，排便时间每次可长达30分钟以上，粪便硬如羊粪，且数量极少。",便秘
普外科,"
	伴腹部包块，可能为结肠肿瘤、腹腔内肿瘤压迫结肠、核、(Crohn病)或肿大的淋巴结等。伴腹部包块是肠结核的常见症状之一。
	肠结核为消化系统结核中最常见者。绝大多数继发于肠外结核病，特别是空洞型肺结核。据统计，25%～50%的肺结核病人可并发肠结核。肠结核的来源主要是食入性的，由于咽下含结核杆菌的痰液而引起，偶尔可以来自被结核杆菌污染的食物，亦可来源于血源性或腹腔、盆腔其他脏器结核的直接蔓延。发病年龄多为青壮年，女性多于男性，约为1.85:1。病理上分为溃疡型、增生型及混合型三型。",便秘伴腹部包块
神经内科,"
	是的主要症状之一，扳机指又叫弹响指，医学上称为“手指屈肌腱鞘炎”。它指手指在弯曲及伸直的交替动作中，肌腱在手掌和手指相连的关节处受束缚，产生弹响声的疾病。",扳机指的弹响
儿科综合,"
	在独生子女家庭中，由于生活条件好，孩子一出生就成为家庭的中心，爸爸、妈妈、爷爷、奶奶轮换着抱，孩子一哭，马上就抱，久而久之，就养成抱癖。",抱癖
肛肠科,"
	是的症状之一，内痔是位于肛门齿线以上，截石位于3、7、11点处，无肛管皮肤所覆盖由粘膜下痔内静脉丛扩大曲张所形成柔软的静脉团。根据内痔组织的病理变化不同，分为三型：
	1、血管肿型。
	2、纤维化型。
	3、型。",便鲜红血呈点滴状或喷射状
肛肠科,"
	是的症状之一，粪瘘(fecal fistula)是指生殖器官与肠道之间形成的异常通道 在妇产科临床中最常见的是。",便稀时经阴道排出
普外科,"
	伴剧烈腹痛、及呕吐等症状，常提示为急性便秘。急性便秘是指近期突然发生的便秘，包括器质性便秘、暂时性功能性便秘，是由肠梗阻、肠麻痹、急性腹膜炎、脑血管意外、急性心肌梗塞、肛周疼痛性疾病等急性疾病引起，主要表现为原发病的临床表现。症状的发生可能与肠蠕动功能失调有关，也可与精神因素有关。由于粪便干硬，或呈羊粪状，患者排便时可有下腹部痉挛性痛、下坠感等不适感觉。有时左下腹可触及香肠状痉挛的乙状结肠。",便秘伴剧烈腹痛
普外科,"
	患者因病伤部位不同，常自己采用一种舒适体位。有经验者常以体位的姿势来判断疾病，从而采用正确救治方法。，又称被迫体位，指不能依靠自身的力量来调整或变换肢体的位置，处于一种固定而不适的状态。常见于极度或头部有严重损伤、的伤病者。常见的被动体位有去枕平卧位、中凹卧位、半坐卧位、端坐位、侧卧位、头高足低位以及头低足高位。",被动体位
心理科,"
	阿尔茨海默病性可有片断地、。(dementia in Alzheimer’s disease)是一种起病隐袭的进行性发展的神经系统退行性疾病。临床上以、失语、失用、失认、视空间技能损害、执行功能障碍以及人格和行为改变等全面性痴呆表现为特征，病因迄今未明。
	过去将65岁以前发病者，称早老性痴呆(presenile dementia);65岁以后发病者称老年性痴呆(senile dementia)。本病病理改变主要特征为大脑皮质萎缩、神经原纤维化和脑神经细胞变性及，是老年期较常见的疾病。",被窃或疑病妄想
耳鼻喉科,"
	鼻翼如果过度外扩，鼻孔过大，成了“朝天鼻”，甚至可以看见鼻毛，不仅有碍审美，而且不雅观，只能求助鼻综合整形专家。",鼻孔外露
消化内科,"
	是指血液从肛门排出，大便带血，或全为血便，颜色呈鲜红、暗红或柏油样的一种消化道症状。
	便血一般见于化道出血，特别是结肠与直肠的出血，但偶尔可见。
	便血的颜色取决于消化道出血的部位、出血量与血液在肠道停留的时间。便血伴有皮肤、或其他器官出血现象者，多见于血液系统疾病及其他全身性疾病。如、等。",便血
耳鼻喉科,"
	小柱缺损是由于鼻部外伤或感染导致鼻小柱受损出现部分或全部缺损所致的结局。",鼻小柱缺损
皮肤科,"
	长痘痘的位置不同反映了人身体内部的毛病。鼻子长痘可能与消化系统，生殖系统，脊椎骨异常有关。以及患处的湿疹、毛囊炎造成的可能性。",鼻子长痘
耳鼻喉科,"
	一般认为是毛发色素细胞的功能衰退，当衰退到完全不能产生色素时，毛发就会变白。原因包括遗传因素，精神因素及营养因素。毛发变白是色素量少的毛发取代了充满色素的毛发，直到有色素的毛发全部被取代为止。比头发更明确地表示老化的却是鼻毛的变白。鼻毛不仅与其它毛发一样可以变白，还被认为是比较可靠地测定一个人的年龄和衰老情况的重要标志。",鼻毛变白
中医骨伤科,"
	是指整个上肢，即肩以下，腑以上(不包括掌、指)部位发生疼痛的症状。
	本症早在《灵枢.经脉篇》中就有""臂内前疗痛厥""、""肩前痛""、""肩肘臂外皆痛""等记载。历代医书多有阐述，但总不离《灵枢.经脉篇》所论的手叁阴、手叁阳经脉循行部位所过之处气血运行不畅，经行瘀滞，脉络痹阻，不通则痛的机理。　　
	臂痛亦可出现于某些内藏病变。如《素问.藏气法时论》曰:""心病者，两臂内痛""，乃是心脉瘀阻而引起的肩臂部放射性疼痛。",臂痛
